Date,ret,vol,state,prob_S1,prob_S2,prob_S3,prob_S4,prob_S5,date_num
2015-01-16,-0.0078005736403721215,0.020736466570153267,1,0.0,1.0,0.0,1.4664836972807018e-107,5.179793942253956e-140,0
2015-01-20,0.025430961880054337,0.020395046235756206,1,1.7258714487769243e-24,0.999702405426367,4.692322957070372e-16,0.00018434933705175068,0.00011324523664730129,1
2015-01-21,0.007605206090331329,0.020443105290264222,1,3.35485731286981e-23,0.9996110678795396,3.4588818335438854e-15,0.00029781891842050223,9.111320220229836e-05,2
2015-01-22,0.02568307659666491,0.02145141103277262,1,1.3178878590948011e-27,0.9994776420484742,2.6341274165287504e-18,0.000397910386757317,0.00012444756460391993,3
2015-01-23,0.005146601768692527,0.01799867856614027,1,2.6377471916037396e-16,0.9533215626858358,2.899176246267179e-09,0.04649235289088942,0.00018608152401078344,4
2015-01-26,0.0010615991000868519,0.017998672273467988,1,3.3298848963250593e-16,0.9529288904754343,6.529332256745338e-09,0.04683169896488587,0.00023940403037744394,5
2015-01-27,-0.03564084880606222,0.019923829434620705,1,4.3472586225816873e-26,0.9974708445190316,1.2970809545594523e-13,0.0018249281883322014,0.00070422729231807,6
2015-01-28,0.0549926996544019,0.0264889388522215,1,2.127416654698399e-52,0.9973922486161834,2.1546366183458375e-39,1.6037325411152454e-11,0.002607751367993622,7
2015-01-29,0.0306585957017238,0.027507968347238863,1,9.258123639920937e-51,0.9981448687425739,1.5412166720234514e-40,2.8853189265094437e-12,0.0018551312545939814,8
2015-01-30,-0.01474223051202328,0.025928794806410103,1,1.971804696515513e-43,0.9994118938807063,3.621587377735913e-32,4.1319722153454774e-10,0.0005881057062353851,9
2015-02-02,0.012468482716496698,0.025231593951741862,1,1.0208982661884967e-39,0.9997770251513466,2.8665703249282335e-30,4.624497595213563e-09,0.00022297022407492025,10
2015-02-03,0.00016904093314584756,0.024918535779676888,1,2.1486664069211687e-38,0.999840451837246,1.186088114918191e-28,1.096210665206211e-08,0.00015953720085600632,11
2015-02-04,0.007640097471161678,0.024918361636279397,1,2.3133561776740434e-38,0.9998501752009907,6.555097412910311e-29,1.1332062858458729e-08,0.00014981346697001926,12
2015-02-05,0.0071122054438652604,0.024197232888006605,1,1.1162428944375312e-35,0.9998788174011121,2.171987225212081e-26,7.535759163055952e-08,0.00012110724123198867,13
2015-02-06,-0.008456613385424028,0.0246834115106114,1,5.525496577553316e-38,0.999844955576756,1.0730185575917682e-27,1.71054298213317e-08,0.00015502731764695826,14
2015-02-09,0.00662064847849031,0.02463423756618159,1,5.849982527375753e-37,0.9998292454221195,6.626480833089068e-27,9.344705178270826e-07,0.00016982010734363246,15
